Identifier,Institution Name,Owner,Established Since,Address,Phone Number,Email,Website,Status,Condition,Institution Type,License Number,Tax Number,Village,Province Name,City Name,Sectors,Popular Vocationals
6f3c9bed-8b28-42fc-99ec-e7d9b8feabf5,LPK DALLIMA BAJA,IRFAN BAHRUL ULUM,2019,JL. NASIONAL III NO. 67 RT. 02 RW. 01 DS. SUKAMERANG KEC. KERSAMANAH KAB. GARUT,082128920872,dallimabaja@gmail.com,,published,operational,LPK SWASTA,08052401148820001,204419436443000,Sukamerang,JAWA BARAT,KAB. GARUT,PERDAGANGAN,BAHASA JEPANG
e5747ef2-c762-438b-8628-fb11bb44f52a,BLK KOMUNITAS DARUS SALAM,H. HOMISUN,2023,"JL. RONGGOJALU, DUSUN MAKAM, RT/07 RW/02, DESA NGEPOH, KEC DRINGU KAB PROBOLINGGO.",085236901127,blkdarussalam6@gmail.com,0,published,new,BLK KOMUNITAS,2005240024545,212758924625000,Ngepoh,JAWA TIMUR,KAB. PROBOLINGGO,PERTANIAN,TEKNOLOGI INFORMASI DAN KOMUNIKASI
a885e011-48a6-459a-87c7-3a64ff914e0c,LEMBAGA PELATIHAN KERJA LUAR NEGERI  LESTARI ANTAR SUKSES MANDIRI,SRI LESTARI,2023,JL BATORO KATONG NO 181 RT 02 RW 01 KELURAHAN PATIHAN WETAN KECAMATAN BABADAN KABUPATEN PONOROGO,081332888816,lestariantarsukses@gmail.com,-,published,operational,BLKLN,20052200008360001;  20052200008360002,408676344647000,Patihan Wetan,JAWA TIMUR,KAB. PONOROGO,JASA,"BABY SITTER, CHILD CAREWORKER, HOUSEKEEPING, ELDERLY CARETAKER"
c0e73229-3c57-484f-92d8-b7945445174d,LPK MITRA KASIH TRAINING CENTRE,"DR. NI MADE LAKSMIWATI, M.MKES",2023,"JL. P.B SUDIRMAN, KOMP PERTOKOAN SUDIRMAN AGUNG. BLOK C-29. DENPASAR - BALI.",081138307538,mktc@kih.co.id,,published,operational,LPK SWASTA,91204051623340001,027548403901000,Panjer,BALI,KOTA DENPASAR,KESEHATAN,BISNIS DAN MANAJEMEN
6bece8b0-93ef-4ec2-b4a8-181080a235ad,YAYASAN DWICITRA TRIPATRIA WIJAYA CABANG INDRAMAYU,SOEYANTO ATMA WIJAYA,2024,BLOK KALEN TENONG RT.3 RW.2 DESA PEKANDANGAN JAYA KEC. INDRAMAYU KAB. INDRAMAYU,(0234)005746730,dwicitra2014@gmail.com,,published,operational,LPK SWASTA,SERTIFIKAT STANDAR DENGAN NO 14112200694180014,616858148437001,Margadadi,JAWA BARAT,KAB. INDRAMAYU,JASA,"ELDERLY CARETAKER, HOUSEKEEPING"
a815959d-d93e-4914-b9b0-9fdf4bb8b43c,YAYASAN DA'I AN NUR,"ERWIN PURNAMA, S.E.",2023,JL. KARINI NO.1 RT 007 RW 002 DESA KRIMUN KECAMATAN LOSARANG KABUPATEN INDRAMAYU,0818730817,yayasandaiannur@gmail.com,,published,operational,LPK SWASTA,"16032200560130003, 16032200560130004, 16032200560130002, 16032200560130006",023284607437000,Krimun,JAWA BARAT,KAB. INDRAMAYU,JASA,"PROCESSING, TEKNIK LAS, TEKNIK OTOMOTIF, TEKNIK LISTRIK"
b87c6838-e6dd-456a-9f07-b9007f78cad7,LPK KARYA MUDA INDONESIA,SURTONO,2024,"PERUMAHAN VILLA GATSOE,DESA/KELURAHAN KARANGANYAR,KEC.INDRAMAYU,KAB INDRAMAYU,PROVINSI JAWA BARAT",081382233151,lpkkaryamudaindonesia@gmail.com,,published,operational,LPK SWASTA,06022400759510004,046463758437000,Karanganyar,JAWA BARAT,KAB. INDRAMAYU,JASA,"BISNIS DAN MANAJEMEN, BAHASA JEPANG"
5434b2bf-dd9d-4131-a61e-9a09da72b0a7,LPKS BHAKTI KATIGA INDONESIA,ANGGA SUHENDI,2024,"JALAN SAMARANG PERUM GRIYA INTAN ASRI BLOK A NO.14, KELURAHAN SUKAGALIH, KECAMATAN TAROGONG KIDUL, KABUPATEN GARUT, PROVINSI JAWA BARAT",088971617262,lpkbhakindo@gmail.com,https://pjk3jabar.com/,published,operational,LPK SWASTA,08112300565210006,509894754443000,Sukagalih,JAWA BARAT,KAB. GARUT,INDUSTRI PENGOLAHAN (MANUFAKTUR),"TEKNIK OTOMOTIF, TEKNIK LAS"
e9428a6a-5736-4f9b-8487-baf8903a1f4d,BLK KOMUNITAS AL KHAIRIYAH,"ZAINUL ARIFIN, S.PD.",2023,"JL. RAYA PANGLIMA SUDIRMAN RT01/RW02 DESA SUMBERLELE, KEC. KRAKSAAN, KABUPATEN PROBOLINGGO",082146999031,blkkalkhairiyah@gmail.com,,published,operational,BLK KOMUNITAS,08012200185830002,208083865625000,Sumberlele,JAWA TIMUR,KAB. PROBOLINGGO,"PERDAGANGAN, JASA",TATA BOGA
0234ecaa-1af1-4815-8d03-26a897b76d91,BALAI LATIHAN KERJA KOMUNITAS PONDOK PESANTREN AL-KAUTSAR,KHOIFAH INDA MAULA,2023,LINGKUNGAN DUKUH KUTOREJO RT/RW 01/06 KEC. PANDAAN KAB. PASURUAN (PP. AL-KAUTSAR),085648008415,blkk.alkautsarpandaan@gmail.com,,published,new,BLK KOMUNITAS,1702220072459,316485390624000,Kutorejo,JAWA TIMUR,KAB. PASURUAN,"JASA, KOMUNIKASI",TEKNOLOGI INFORMASI DAN KOMUNIKASI
42755dc3-a8fa-4466-954c-93a530d47ec2,RAIHAN JAYA ABADI,SRI KARTINI,2023,SETUGU 2 RT 004 RW 002 KELURAHAN LEMBEYAN KULON KECAMATAN LEMBEYAN KABUPATEN MAGETAN,081335105233,thongrich@yahoo.com,,published,operational,LPK SWASTA,15112300303030001,508639978646000,Lembeyan Kulon,JAWA TIMUR,KAB. MAGETAN,JASA,"ELDERLY CARETAKER, FAMILY COOK, BABY SITTER, TATA BOGA, HOUSEKEEPING"
2db6b413-9571-494a-947d-9f2c0789efab,BLKK PONDOK PESANTREN DARUSSALAM,AGUS FAISAL RIDHO,2023,"RT. 30 RW.08 DUSUN CANGKRING, DESA SUMBERINGIN, KEC. KARANGAN, KAB. TRENGGALEK, PROV. JAWA TIMUR, INDONESIA",085161012208,blkkdarussalam2024@gmail.com,,published,new,BLK KOMUNITAS,19102300526060001,867213183629000,Sumberingin,JAWA TIMUR,KAB. TRENGGALEK,KOMUNIKASI,TEKNOLOGI INFORMASI DAN KOMUNIKASI
6ac27de7-fbd1-4b44-a717-4891e0d53da0,BLK KOMUNITAS RIYADHUS SHALIHIN MAS RANDUAGUNG,AHMAD TAUFIK HIDAYAT,2022,DUSUN KRAJAN RT. 18 RW. 05 DESA GEDANGMAS KECAMATAN RANDUAGUNG KABUPATEN LUMAJANG,082334871785,blk.mifulpulosari@gmail.com,,published,operational,BLK KOMUNITAS,19122300260690001,208267182625000,Gedangmas,JAWA TIMUR,KAB. LUMAJANG,PERTANIAN,TEKNIK OTOMOTIF
2dc6a7d9-ded4-4054-a1ba-b6680b49de08,BLKK PP MIFTAHUL ULUM,"JAJAK PUJIANTO, S.PD.I",2024,JL KAMBATAN DS. BATOK KEC. GEMARANG KAB. MADIUN,085608582623,blkkmiftahululumbatok@gmail.com,,published,operational,BLK KOMUNITAS,14032402014160001,206856643621000,Batok,JAWA TIMUR,KAB. MADIUN,JASA,TEKNOLOGI INFORMASI DAN KOMUNIKASI
c7f96ce6-58d2-4ae9-aed5-07aa51d8121e,LPK BARGA,ACHMAD GAIS BIN EDRUS ALI BARGA,2023,PERUMAHAN KAPLINGAN JINDUL BLOK B NO. 03 ARJASA. ARJASA - SITUBONDO,082314949446,bargagais09@gmail.com,,published,operational,LPK SWASTA,170042300001570001,204819346656000,Arjasa,JAWA TIMUR,KAB. SITUBONDO,JASA,TEKNOLOGI INFORMASI DAN KOMUNIKASI
2a2d65ee-8f13-476e-93e5-8cd3793cdcc3,LPK ARRIFA CAHAYA INSANI,"MUHI RIFA'I, M.PD.",2023,"PERUMAHAN PERMATA MUTIARA MAJA CLUSTER MONTANA BLOK C3 NO.18,
DESA/KELURAHAN CURUGBADAK, KEC. MAJA, KAB. LEBAK, PROVINSI BANTEN,",089516797489,arrifacahayainsani08@gmail.com,-,published,operational,LPK SWASTA,20092301504930001,503211914419000,Maja,BANTEN,KAB. LEBAK,JASA,TEKNOLOGI INFORMASI DAN KOMUNIKASI
5463f34f-2425-4545-95fe-6bc6f372f4cb,SINERGI BISNIS ABADI,ALI MAS'UD SH.,2024,JL. AHMAD YANI RT 02 RW 01 DESA NGAMPEL KEC. MEJAYAN KAB.MADIUN,081232717788,lpk.sinergibisnisabadi@gmail.com,,published,operational,LPK SWASTA,18042400046520001,209042795621000,Ngampel,JAWA TIMUR,KAB. MADIUN,INDUSTRI PENGOLAHAN (MANUFAKTUR),GARMEN APPAREL
ecd1a5bb-66b9-40f1-961f-5131302c7c68,BLKK PC MUSLIMAT NU JEMBER,NURUL KAMILA,2023,JL. KH. SIDDIQ 95 A KELURAHAN JEMBER KIDUL KECAMATAN KALIWATES KABUPATEN JEMBER,081234778710,blkkmuslimatnujember@gmail.com,,published,new,BLK KOMUNITAS,Nomor : 503/A.1/ 0007.B/35.09.325/2024,205688922626000,Jemberkidul,JAWA TIMUR,KAB. JEMBER,PERDAGANGAN,TATA BOGA
b56292eb-9c73-4c61-b0ae-876028b3cba3,BLKK NURUS SALAM WULUHAN,AKHMAD FAUZI,2023,JL. LOJEJER DUSUN TAMANREJO DESA TAMANSARI KEC. WULUHAN,082301288398,blkknusa@gmail.com,,published,operational,BLK KOMUNITAS,503/A.1/0011.B/35.09.325/2024,205972878626000,Tamansari,JAWA TIMUR,KAB. JEMBER,JASA,GARMEN APPAREL
2d610c5a-2e49-42c1-a365-031ad2cd2ba6,BLKK PP NURUL IMAMUL HASAN,TUHPATUL MARDIYAH,2023,"KP KRAJAN,DAWUAN,SUBOH",085204988774,blkknurulimamulhasan@gmail.com,,published,operational,BLK KOMUNITAS,2310230120659,209695212656000,Dawuan,JAWA TIMUR,KAB. SITUBONDO,PERTANIAN,TEKNOLOGI INFORMASI DAN KOMUNIKASI
5433b754-7c43-46ca-b3a3-06259ad038ee,BLKK YAYASAN BABUS SALAM AL UKHROWI PONDOK PESANTREN BABUS SALAM AL UKHROWI,"ABDUL FATAH, S.PD.",2022,JL. BUJUK TULIS KP. PAGAR CARANG DESA SUBOH KECAMATAN SUBOH KABUPATEN SITUBONDO,082257647743,blkbabussalamalukhrowi@gmail.com,,published,new,BLK KOMUNITAS,18032401822210001,208256081656000,Suboh,JAWA TIMUR,KAB. SITUBONDO,"PERTANIAN, PERIKANAN",TATA BOGA
edda1573-7802-4d72-9dc9-7e778fea0ba0,BLKK PP NAHDLATUTH THULLAB,"NUR MUHAMMAD ANIQ, S.PD.",2023,"JL. PEKULO-SRONO NO.06, SUKOMAJU, SRONO, BANYUWANGI",081216896032,blkknahdlatuththullab@gmail.com,,published,new,BLK KOMUNITAS,560/584/429.106/2024,206646887627000,Sukomaju,JAWA TIMUR,KAB. BANYUWANGI,"JASA, KOMUNIKASI",TEKNOLOGI INFORMASI DAN KOMUNIKASI
5d600581-ff4a-41d1-8eac-09af8d57a955,LEMBAGA JEMBAR BUANA TAKSA,"RUSMINI, SE.,S.PD.",2022,JL. SENTOT NO. 63 BLOK SERANG RT. 005 RW. 004 DS. AMIS KEC. CIKEDUNG KAB. INDRAMAYU PROV. JAWA BARAT,082126455545,yjembarbuanataksa@gmail.com,,published,operational,LPK SWASTA,Sertifikat Standar No. 30122200176080007,622364693437000,Amis,JAWA BARAT,KAB. INDRAMAYU,JASA,BISNIS DAN MANAJEMEN
e06250c5-cefd-4e81-b415-8c3e4f6e83b2,BLKK PONPES SUNAN DRAJAT KEDUNGSANTREN,AHMAD NASHIR FALACHUDDIN,2023,JL. MANGGA NO 20 RT/RW 012/002 DESA CAMPUREJO KECAMATAN BOJONEGORO KABUPATEN BOJONEGORO,085733145736,blkkpsdkbjn@gmail.com,,published,operational,BLK KOMUNITAS,Surat Pernyataan,206194789601000,Campurejo,JAWA TIMUR,KAB. BOJONEGORO,"PERTAMBANGAN, KOMUNIKASI, PERTANIAN, JASA",TEKNOLOGI INFORMASI DAN KOMUNIKASI
b564bf5a-9928-4195-af77-2804a53fcdd4,BLKK PPM MBS TRENGGALEK,"KH. ANANG WAHID CAHYONO, LC., M.HI.",2023,DUSUN KRAJAN RT 18 RW 06 DESA NGULANKULON KECAMATAN POGALAN KABUPATEN TRENGGALEK PROVINSI JAWA TIMUR,085236875853,mbstrenggalek@gmail.com,mbsmu.com,published,operational,BLK KOMUNITAS,02200058719720004,397736158629000,Ngulangkulon,JAWA TIMUR,KAB. TRENGGALEK,PERTANIAN,TEKNOLOGI INFORMASI DAN KOMUNIKASI
c2a7c6e6-f00c-4e6f-828b-7b70e71f577b,LPK PUTRI GUMLAS,"JAHRIYA, S.PD",2022,JL. RAYA BANYUWANGI NO. 02 RT. 01 RW. 01 KELURAHAN ARJASA KECAMATAN ARJASA,082302496818,putrigumlas@gmail.com,,published,operational,LPK SWASTA,17042300001570001,207001439656000,Arjasa,JAWA TIMUR,KAB. SITUBONDO,JASA,TATA KECANTIKAN
3352d129-3ea8-4850-be2c-91f9e445faf2,LPK CAHAYA TANU SUDRAJAT,SUBARLI,2023,JL. CARINGIN GG. PORIB IV NO.113/195C KEL. BABAKAN CIPARAY KEC.BABAKAN CIPARAY KOTA BANDUNG,081321161615,cahayatanusudrajat@gmail.com,,published,operational,LPK SWASTA,32.73.18.2023,409801008422000,Babakan Ciparay,JAWA BARAT,KOTA BANDUNG,JASA,BAHASA JEPANG
f2dd4c70-81ea-4c57-9e70-ffd510027339,BLK KOMUNITAS YAYASAN KH. AS'AD ISMAIL PONDOK PESANTREN MIFTAHUL ULUM,"RUSPANDI, S.H",2023,DESA GANJARAN GONDANGLEGI MALANG,089512286323,miftahuulumru4@gmail.com,https://ppru4.com/,published,operational,BLK KOMUNITAS,01/SK/BLKK-PPMU/V/2024,312463284654000,Ganjaran,JAWA TIMUR,KAB. MALANG,"KOMUNIKASI, JASA",TEKNOLOGI INFORMASI DAN KOMUNIKASI
9aaa7e59-7e4f-4b32-b4d0-82736442aaf9,LPK MALDY SINAR MANDIRI,MASHITA SUHAILLAH,2024,DUSUN KRAJAN KULON RT 001 RW 012 DESA WONOSOBO KECAMATAN SRONO KABUPATEN BANYUWANGI,08161677000,maldysinarmandiri@gmail.com,,published,operational,LPK SWASTA,07042400041430001,209001957627000,Wonosobo,JAWA TIMUR,KAB. BANYUWANGI,JASA,HOUSEKEEPING
4329aa94-0b67-44b3-8725-b3c3b17ad7a1,BLKK MIFTAHUL ULUM PAGELARAN KABUPATEN MALANG,"AHMAD NAWAWI,S.HUM",2023,JL. WAHYU AGUNG RT.01 RW. 01 DESA PAGELARAN KEC. PAGELARAN KABUPATEN MALANG,082244095633,mulum5163@gmail.com,-,published,operational,BLK KOMUNITAS,AHU-0034150.AH.01.04.Tahun 2015,819781709654000,Pagelaran,JAWA TIMUR,KAB. MALANG,KOMUNIKASI,TEKNOLOGI INFORMASI DAN KOMUNIKASI
e4d0a3c6-3191-430d-ba52-78d73924157d,YUKI JAPAN COURSE,YUKI NURSAID,2023,"JL. RAYA CAPLEK BLOK KALI KANGKUNG RT 004 RW 002, DESA/KELURAHAN PRINGGACALA, KEC. KARANGAMPEL, KAB. INDRAMAYU, PROVINSI JAWA BARAT",087710604747,yukijapancourse@gmail.com,,published,operational,LPK SWASTA,26092200784910003,611276411437000,Pringgacala,JAWA BARAT,KAB. INDRAMAYU,JASA,"BAHASA JEPANG, BISNIS DAN MANAJEMEN"
f9a190ec-b462-402c-a1ab-67aabec54fbf,LPK ABADI EDU PRATAMA,JUYANA,2023,KOMP. ANDALUSIA SQUARE B-8 JL. KARTINI NO. 07 GRESIK,081357910909,abadiedupratama@gmail.com,-,published,operational,LPK SWASTA,25072301845530003,396585358642000,Singosari,JAWA TIMUR,KAB. GRESIK,"INDUSTRI PENGOLAHAN (MANUFAKTUR), KONSTRUKSI, PERTAMBANGAN","TEKNIK MANUFAKTUR, PERTAMBANGAN, METODOLOGI PELATIHAN"
feb6ea72-d9e6-4b57-a2d2-2054eadaed79,BLKK SUBULUSSALAM BANYUWANGI,AHMAD ABDUL BASITH,2023,"JL. RA. KARTINI, RT 003/RW 003, KRAJAN I, DS. TEGALSARI, KEC. TEGALSARI, KAB. BANYUWANGI",085234719413,blkkomunitassubulussalam9@gmail.com,https://sites.google.com/view/yppsubulussalamtegalsari/beranda,published,operational,BLK KOMUNITAS,561/586/429.106/2024,204164198627000,Tegalsari,JAWA TIMUR,KAB. BANYUWANGI,JASA,TEKNOLOGI INFORMASI DAN KOMUNIKASI
073ac1b5-74d6-4576-abb2-23fd2b28ba1a,PUTRI YANG MANDIRI,AYATI WULANDARI,2022,"JALAN GG RAMAYANA, DUSUN PECUT RT/RW 009/005 DESA PEKANDANGAN JAYA KECAMATAN INDRAMAYU KABUPATEN INDRAMAYU",087734416846,alfirapj35@gmail.com,,published,operational,BLKLN,91203112816610022,928959923439000,Pekandangan Jaya,JAWA BARAT,KAB. INDRAMAYU,JASA,"BISNIS DAN MANAJEMEN, HOUSEKEEPING"
05f722ed-baf8-41fd-84f9-6867e44f1668,LPK SAFIRA ENGLISH COURSE,SAP SULISTYOWATI S.S,2015,TALKANDANG TIMUR RT. 003 RW. 002 KEL TALKANDANG KEC. SITUBONDO KAB. SITUBONDO,085259013050,safiraenglishcourse.stb@gmail.com,,published,operational,LPK SWASTA,91203054320410001,318103447656000,Talkandang,JAWA TIMUR,KAB. SITUBONDO,JASA,BAHASA INGGRIS
b874b1cf-54d5-4ed3-86e3-243cc3256b53,BLK KOMUNITAS AMANATUSSALAM,"KH. FAHRIZAL ISCHAQ ADDIMASQIE, LC.,M.FIL.I",2024,"DSN. KERSOREJO, RT/RW. 02/02, DS. WONOKERTO, KEC. WONOSALAM, KABUPATEN. JOMBANG",085736991696,azzam.zam31@gmail.com,,published,new,BLK KOMUNITAS,SURAT PERNYATAAN MENGURUS PERIJINAN,432454163649000,Wonokerto,JAWA TIMUR,KAB. JOMBANG,PERTANIAN,PROCESSING
6ba34bb6-f8c3-4ffe-b1d0-27d636e600e9,LPK GERMANY INDONESIA PROFESSIONALS,ALWIEN PARAHITA,2019,JL. CURUG RAYA NO. 24 RT.8/RW.002 KEL. JATICEMPAKA KEC. PONDOJ GEDE KOTA BEKASI JAWA BARAT 17411,081213382975,info@gipgermany.com,https://www.gipgermany.com,published,operational,LPK SWASTA,09102300451240003,506532761447000,Jaticempaka,JAWA BARAT,KOTA BEKASI,"JASA, KOMUNIKASI","TEKNOLOGI INFORMASI DAN KOMUNIKASI, METODOLOGI PELATIHAN, PENGEMBANGAN SOSIAL MASYARAKAT"
d1ef9ae8-06ef-4d48-92f6-02a1592df865,BLKK PP DARUT TAUHID AL ISLAMI,ALFAN HIDAYAT,2023,"JL. RAYA PEGANTENAN KM.10 
DSN. TENGRACAK - DESA PLAKPAK",085785053307,daruttauhidmedia@gmail.com,0,published,operational,BLK KOMUNITAS,188/452/432.315/2024,861650232608000,Plakpak,JAWA TIMUR,KAB. PAMEKASAN,"KOMUNIKASI, PETERNAKAN, KESEHATAN, PERTANIAN",TEKNOLOGI INFORMASI DAN KOMUNIKASI
166f8513-f128-463b-bd3c-e09180c429c1,BLKK PP RO'IYATUS SYAMSI,ANA MARIA KUMALASARI,2023,DUSUN KRAJAN DESA SELOMUKTI KEC.MALANDINGAN KAB.SITUBONDO JAWA TIMUR,085257642468,blkkpproiyatussyamsi@gmail.com,,published,operational,BLK KOMUNITAS,26032401101260001,128253887656000,Selomukti,JAWA TIMUR,KAB. SITUBONDO,PERTANIAN,TEKNOLOGI INFORMASI DAN KOMUNIKASI
1f62d54d-fba7-46bb-9a4f-7f85c756d370,BLKK THORIQUL HUDA,ULFI LUKLUAH,2023,"JL. RAYA DIMONG, RT. OO4, RW. 003, KEC. MADIUN, KAB. MADIUN, JAWA TIMUR",082142141714,blkkppthoriqulhuda@gmail.com,,published,operational,BLK KOMUNITAS,0905240062826,204647093621000,Dimong,JAWA TIMUR,KAB. MADIUN,JASA,TEKNOLOGI INFORMASI DAN KOMUNIKASI
e1301164-a81c-4149-a6eb-3e25d8b3bde0,BLKK AL MALIKI SIDOMULYO,ANWAR SYADDAD S.E,2022,JL. BARAT MAKAM DSN. BATUSENDI DS. SIDOGEDUNGBATU KEC. SANGKAPURA GRESIK,082333191121,blkk.almalikisidomulyo22@gmail.com,,published,new,BLK KOMUNITAS,00,204357230642000,Sidogedungbatu,JAWA TIMUR,KAB. GRESIK,KOMUNIKASI,TEKNOLOGI INFORMASI DAN KOMUNIKASI
cba39431-2cf5-4a27-a024-627d17f2de67,BLKK AL-HUDA GAMPENG,SARBI,2022,JLN. NGLUYU-GONDANG DESA GAMPENG KECAMATAN NGLUYU KABUPATEN NGANJUK,081225836498,blkalhuda19@gmail.com,,published,new,BLK KOMUNITAS,11/YAH/V/2024,202076162655000,Gampeng,JAWA TIMUR,KAB. NGANJUK,KOMUNIKASI,TEKNOLOGI INFORMASI DAN KOMUNIKASI
0b352961-74aa-4bc2-860e-2b247ca3c709,MADANI JAYA ABADI (MUNDU),APRIANA MINARNI,2023,"JL. JATIBARANG - KARANGAAMPEL 
BLOK TAJA RT.014 RW.007 MUNDU KARANGAMPEL INDRAMAYU
JAWA BARAT 45283",087888760604,mja.jatibarang@gmail.com,,published,new,LPK SWASTA,29012200098120006,630277226437000,Karangampel Kidul,JAWA BARAT,KAB. INDRAMAYU,JASA,"ELDERLY CARETAKER, HOUSEKEEPING"
9a605dc4-19d8-4016-b7df-85a5c5926c89,CAHAYA SITI MASYITHOH,SITI ROASIH,2020,KALIPASUNG,081222112139,Arry4733@gmail.com,,published,operational,BLK KOMUNITAS,AHU-0024407.AH.01.04,600342372455000,Gebang Kulon,JAWA BARAT,KAB. CIREBON,JASA,TATA BUSANA
b7c722ce-37b1-4179-848a-869b18312c92,BLK KOMUNITAS AR ROHMAH PASIRIAN,ABDUL ROUF,2023,"JALAN NUSA INDAH NOMOR 01, DUSUN PURUT, DESA BADES, KECAMATAN PASIRIAN, KABUPATEN LUMAJANG JAWA TIMUR",085655906414,blkkarrohmah123@gmail.com,,published,new,BLK KOMUNITAS,54653423176450002,425263452500000,Bades,JAWA TIMUR,KAB. LUMAJANG,PERTANIAN,TEKNOLOGI INFORMASI DAN KOMUNIKASI
9c1878b3-ce91-4e01-a56b-e44d758b83d3,BLK KOMUNITAS DAARUL ARHAM,NUNU ABDULAH,2020,JALAN RAYA BATOK RT 001 RW 003 DESA BATOK KECAMATAN TENJO KABUPATEN BOGOR JAWA BARAT,+62896 3580 6662,blkkdaarularham.yapida@gmail.com,,published,operational,BLK KOMUNITAS,AHU-AH.01.06-979,023319791434000,Tenjo,JAWA BARAT,KAB. BOGOR,PERTANIAN,TEKNOLOGI INFORMASI DAN KOMUNIKASI
c6674f54-19b7-4a5b-8206-4f67f544e254,BLK KOMUNITAS PONPES RAUDLATUL ULUM,SUKAR,2021,JL. IMAM BONJOL DUSUN KRAJAN RT 16 RW 06 DESA REJOSARI KECAMATAN BANTUR KABUPATEN MALANG PROVINSI JAWA TIMUR KODE POS 65179,081332612207,blkkponpesru22@gmail.com,,published,new,BLK KOMUNITAS,01/SP/BLKK-PPRU/II/2023,433699857654000,Rejosari,JAWA TIMUR,KAB. MALANG,JASA,HOUSEKEEPING
641c250a-5ec9-4a96-8b76-bd7b1eaef571,BLKK PONDOK PESANTREN AL-KAFI,"BAYU, S.S.T.ARS",2021,KP GEMARASA RT 01 RW 01 KELURAHAN JAMPANGKULON KECAMATAN JAMPANGKULON KABUPATEN SUKABUMI JAWA BARAT,085863690413,blkponpesalkafi@gmail.com,0,published,operational,BLK KOMUNITAS,KT.17.02/314/Bid-lattas/2022,612113654405000,Cimanggu,JAWA BARAT,KAB. SUKABUMI,JASA,GARMEN APPAREL
4b332fab-f122-4590-a193-02da51e29670,BLK AUDAH PUTRI,MOCH GOZALI,2021,"JLN GRIYA KEBUN JAYA NO 45 KEBONAGUNG, KEC PURWOREJO KOTA PASURUAN JAWA TIMUR",082234325513,pesantrenmandiri@gmail.com,audahputri.id,published,operational,BLK KOMUNITAS,null,721352813624000,Kebonagung,JAWA TIMUR,KOTA PASURUAN,"PERDAGANGAN, PERTANIAN",TEKNOLOGI INFORMASI DAN KOMUNIKASI
80c6983c-93a5-48f6-b38c-9719ccf7537c,BLK KOMUNITAS YPI. UMAR ZAHID SEMELO,"MOH. SYAIFUDIN ZUHRI, S.KOM",2021,"JL. MASJID JAMI' DSN. SEMELO, DS. KAYEN, KEC. BANDARKEDUNGMULYO, KAB. JOMBANG, PROV. JAWA TIMUR",085736382394,blkkypi.umarzahid22@gmail.com,,published,operational,BLK KOMUNITAS,0220000560144,024135659602000,Kayen,JAWA TIMUR,KAB. JOMBANG,JASA,TEKNIK OTOMOTIF
40c4ba2d-f013-49c8-b53c-a38732821d86,LPK LUMOSA,ABDUL JABIR UKSIM,2022,"JL. MARUGA RAYA NO. 8H, SERUA, KEC. CIPUTAT, KOTA TANGERANG SELATAN, BANTEN 15414, INDONESIA",0811388165,lpklumosa@gmail.com,www.lpklumosa.com,published,operational,LPK SWASTA,14072200312980002,601925670453000,Serua,BANTEN,KOTA TANGERANG SELATAN,"JASA, KOMUNIKASI","BISNIS DAN MANAJEMEN, TEKNOLOGI INFORMASI DAN KOMUNIKASI"
332ab96b-0f25-4789-9144-1712df6d9f9f,BLKK PONPES YAYASAN MANABI'UL ULUUM,AFIFAH SATRIANTY,2021,JL.SITI 1 RT 04/RW 08 KEL.MUSTIKAJAYA KECAMATAN MUSTIKAJAYA KOTA BEKASI,02182610202,yayasanmanabiululum@gmail.com,,published,operational,BLK KOMUNITAS,AHU-AH.01.06-0035955,400539961407000,Mustikajaya,JAWA BARAT,KOTA BEKASI,KOMUNIKASI,BAHASA INGGRIS
ac29cade-4ae2-4261-aa1d-cd34a534611d,BLK THARIIQUL JANNAH,YANUAR,2021,JL. HORISON 1 KAV.PLN TAMAN NAROGONG INDAH KEL.PENGASINAN KEC.RAWALUMBU KOTA BEKASI,081296516586,blkthariiquljannah@gmail.com,,published,operational,BLK KOMUNITAS,AHU-111.AH.01.04.Tahun2009,022711576407000,Pengasinan,JAWA BARAT,KOTA BEKASI,"INDUSTRI PENGOLAHAN (MANUFAKTUR), JASA",TATA BUSANA
85f60a1d-253f-49b6-81fe-2f0d82e0b7ad,LPK ADHISTIE,"LIA ADHISTI, SE",2007,KOMP.SMAN 1 JL.GIRI ELOK 1 NO.45 RT.01/RW.13 CIGADUNG KARANGTANJUNG PANDEGLANG BANTEN,085777779448,lpkadhistiepandeglang@gmail.com,https://lkp-adhistie-pandeglang.business.site/,published,operational,LPK SWASTA,503/001/LPK-DPMPTSP/2023,312136880419000,Cadasari,BANTEN,KAB. PANDEGLANG,JASA,TATA KECANTIKAN
4e1fc492-2211-41dc-b0e4-17d547aa368a,LPK SHINRAI JAPAN INDONESIA,AI WIDYA SANTI,2022,"JL. CIMANUK BLOK B1 NO.33, BOGOR BARU TAMAN, KELURAHAN TEGAL GUNDIL, KECAMATAN BOGOR UTARA, KOTA BOGOR, PROVINSI JAWA BARAT",0251-8203007,aishimizu@lpkshinrai.com,https://lpkshinrai.com,published,operational,LPK SWASTA,28092200929370003,611740549404000,Tegal Gundil,JAWA BARAT,KOTA BOGOR,JASA,BAHASA JEPANG
